,KCH,KCM,SKJS,XF,XS
2379,MLMD199314,习近平新时代中国特色社会主义思想概论,刘哲民,3.0,48.0
2380,SOFT500427,图像处理与机器视觉,"祝继华,田智强,李钟毓",2.5,40.0
2381,BIME515213,医学检验仪器,"翁国军,张博,杨玥",2.0,40.0
2382,AUTO040105,自动化专业概论,蔡远利,1.0,16.0
2383,CUIC500620,数字媒介概论,牛耀红,2.0,32.0
2384,ECMT481219,电子商务原理,徐晓瑜,2.0,36.0
2385,INTE453119,国际市场营销学,赵锴,2.5,40.0
2386,MATH230405,信息科学的矩阵分析基础,贺丽君,2.0,32.0
2387,ACAU323019,会计学,毛秋蓉,3.0,48.0
2388,JZSJ900124,科研训练-2,丁卫,1.0,32.0
2389,ENGL430312,语言学概论,"杨瑞英,张蕾,张晓鹏",2.0,32.0
2390,AUTO501127,智能感知与移动计算,"王鸽,惠维",2.0,38.0
2391,COMP201827,大数据分析与可视化,顾刚,2.0,36.0
2392,CHEM249909,大学化学实验,李芬,1.0,32.0
2393,ARCH400331,数字空间表现基础（英）,"AlessandroScandiffio,张骞",2.0,32.0
2394,LAWS407724,经济法,冯宪芬,2.0,32.0
2395,LITE533110,《诗经》与礼乐文化,罗军凤,2.0,32.0
2396,MACH390901,工程制图,孙挪刚,2.0,32.0
2397,ESPA100312,二外/西班牙语-2,田沛,4.0,64.0
2398,SCTR530105,科研训练,李辉,1.0,32.0
2399,ENPO421903,热质储能技术及应用,"陶于兵,程泽东",2.5,40.0
2400,CHEM300829,分析化学实验Ⅰ,高瑞霞,1.0,32.0
2401,CLIM402548,耳鼻咽喉科学,"张少强,李宏慧,张婷,刘利锋",1.5,32.0
2402,VENG900201,车辆工程CDIO,徐俊,2.0,56.0
2403,LITE304421,初级汉语听力2,邵一圃,4.0,64.0
2404,ENGL441912,美国文学史及选读（日英方向）,邹敏,2.0,32.0
2405,PHYS541609,科研训练II,赵迪,1.0,32.0
2406,MLMD196614,马克思主义基本原理,杨栋,3.0,48.0
2407,ENGL900512,模拟联合国实践,李莹,1.0,32.0
2408,LITE434710,外国文学史,"魏策策,吴小侠",4.0,64.0
2409,ENGL446112,综合英语：哲学,李莹,3.0,48.0
2410,MACH405601,智能运维与健康管理,"訾艳阳,王宇,陈景龙",3.0,64.0
2411,PHYS400128,原子物理学,"赵永涛,任洁茹,王兴",4.0,64.0
2412,BIME300148,医工学基础,"刘进军,孟列素,和水祥,王渊,吴春生,杜立萍,庄健,王健,张德文",2.0,32.0
2413,BSIS400121,毕业设计（论文）,赵炜,8.0,128.0
2414,ENGL206512,学术英语听说,吉乐,2.0,32.0
2415,INFT534405,信号与系统IV,"侯兴松,张译",2.5,40.0
2416,CENG524016,过程装备腐蚀与防护Ⅰ,"胡海军,钟显康",1.5,24.0
2417,MLMD199314,习近平新时代中国特色社会主义思想概论,"刘源,钟湘鸿",3.0,48.0
2418,LITE307421,基础医学汉语-2,周瑜洁,6.0,96.0
2419,INDE401631,人机交互技术与设计应用,"李晓玲,孙佳佳,王晶",2.0,40.0
2420,MLMD503414,当代中国政府与政治,王维国,2.0,32.0
2421,MLMD199314,习近平新时代中国特色社会主义思想概论,郭小铭,3.0,48.0
2422,ARTS109410,音乐,"曹耿献,文茹,刘俊峰",2.0,32.0
2423,FRAN542812,法国美食文化,BAROT OLIVIER CYRIL,2.0,32.0
2424,EELC422204,数字电子技术与微处理器基础,张虹,4.5,72.0
2425,ENPO422803,传热传质学（未来）,"方文振,陈磊,何璞",2.5,48.0
2426,PHMA300648,生物药剂学,"李维凤,张彦民,韩省力,张沛沛,董凯",2.0,40.0
2427,COMP450305,形式语言与编译,赵银亮,3.5,56.0
2428,ENGL200612,交流与表达（少年班）2,龚颖,2.0,32.0
2429,INFT534205,纠错编码理论,李锋,2.0,32.0
2430,MACH390901,工程制图,张四聪,2.0,32.0
2431,CHEM249809,大学化学,张祯,3.0,48.0
2432,AUTO400305,运筹学I,周玉洲,3.0,48.0
2433,CHEM400329,有机合成化学,郭丽娜,2.0,32.0
2434,MECH312306,工程材料力学,刘睫,3.0,48.0
2435,CHEM320309,现代仪器分析,胡敏,2.5,40.0
2436,COMP201127,大学计算机 - 算法编程,陈龙,3.0,52.0
2437,MLMD199314,习近平新时代中国特色社会主义思想概论,刘哲民,3.0,48.0
2438,CENG520116,化工仪表及自动化,"闫孝红,周文静",1.5,32.0
2439,LAWS506124,侵权法,聂卫锋,2.0,32.0
2440,FRAN900212,法语阅读写作实践,BAROT OLIVIER CYRIL,1.0,32.0
2441,MATH443407,时间序列与金融统计,"康尧,惠永昌",3.0,48.0
2442,JZSJ900148,专业实习,吕海侠,4.0,160.0
2443,EELC321804,模拟电子技术,"刘涛,陈文洁",4.0,64.0
2444,MLMD199314,习近平新时代中国特色社会主义思想概论,刘哲民,3.0,48.0
2445,ENPO200303,大学计算机 -工程算法编程,刘小民,3.0,56.0
2446,BASM500448,医学前沿专题,"吕海侠,霍福权,陈新林,梁玲利,张莉,姚璐,张保军,侯玉柱,张明真,康玉明,徐佳曦,刘进军,吴春生,杜立萍,吕社民,李冬民,郑芳,闫继东,朱文华,高丹",3.0,48.0
2447,POLI102914,形策2025春（专题一：新一轮科技革命的趋势与影响）杨华,杨华,0.0,2.0
2448,LAWS405824,知识产权法Ⅱ,周方,2.0,32.0
2449,PHLS100914,医学伦理学,"魏琳,冯亮,宋彬",2.0,32.0
2450,CLIM403748,内科学Ⅰ,"王毅,牛丹,吕晶,吴晓燕,郝志明,郭辉,解立怡,陈天君,孙吉平,任徽,杨世峰,李丹,党晓敏,朱柏,吕晓虹,李宏",3.5,72.0
2451,PHYS401528,核技术基础,"赵永涛,王兴,Dieter Hoffmann,张鸿飞,任洁茹",3.0,48.0
2452,MECH514106,高等动力学,江俊,2.0,32.0
2453,EVNG400303,水污染控制工程,"王云海,杨树成",4.0,64.0
2454,MPRA200252,金工实习Ⅲ-2,"栗茂林,吴毅,崔琦,邵敏,沈瑶,张珂,祁小朋,孙毓忠",1.0,64.0
2455,MLMD196614,马克思主义基本原理,杨梦瑶,3.0,48.0
2456,PHYS300328,综合物理实验Ⅰ-1,"张俊武,张倩,邱淑伟,童童,高博",1.5,48.0
2457,CHEM301329,有机化学I-2,段新华,4.0,64.0
2458,ENGL430312,语言学概论,"杨瑞英,张蕾,张晓鹏",2.0,32.0
2459,ENPO342103,先进制冷低温技术,"侯予,陈良,赖天伟,刘秀芳,张兴群,刘晔",3.0,56.0
2460,ARCH901322,建筑模型制作-2,吴志勇,1.0,32.0
2461,GERM442112,德语欧标听力,何小超,2.0,32.0
2462,BEEA401122,建筑设备自动控制,王军,2.0,32.0
2463,MACH403301,数控技术,"梅雪松,杨军",3.0,56.0
2464,MLMD196614,马克思主义基本原理,唐敏,3.0,48.0
2465,TREC461019,战略管理,亢延锟,2.0,32.0
2466,PHYS318009,创新物理实验II,"王红理,冯雪红,翟立朋",1.0,32.0
2467,CLIM402448,诊断学,"郭晓燕,邹百仓,张春虹,古流芳,姚丽,高登峰,程妍,赵平,和平,孙宏,范博渊,王洪涛,王芳侠,张鹏宇,王瑾,雷博,张洁,史海涛,卢家美,马文琦,刘娜,王莉,张明,王蕾,吴媛媛",5.5,120.0
2468,ENPO341203,工程热力学Ⅰ,王晓坡,3.5,64.0
2469,BIOL521713,基因编辑与基因治疗,陈锋,2.0,32.0
2470,POLI103014,形策2025春（专题十二：新一轮科技革命的趋势与影响）岳潇,岳潇,0.0,2.0
2471,ELEC523204,新能源概论,"吴锴,周峻,吴坚,姚学玲",2.5,48.0
2472,STOM405248,黏膜病学,"张佳,李琼华,董凯",1.0,20.0
2473,AUTO543105,“现代检测技术”专题实验,刘瑞玲,1.0,32.0
2474,FINA521119,投资项目评估,毛英,2.0,32.0
2475,PHED109150,体育-2,任文君,0.5,32.0
2476,MAGT501518,劳动关系学,"代秀亮,张泽滈",2.0,32.0
2477,LITE432110,外国文学作品研读,魏策策,2.0,32.0
2478,ARCH362622,色彩,石峰,4.0,80.0
2479,NUCL321003,核辐射防护,"胡华四,胡光,邬良芃",2.0,40.0
2480,ARTS412010,景观植物学,杨眉,2.0,32.0
2481,INTE553419,跨境电子商务,徐丽华,2.0,40.0
2482,MAGT572408,商务大数据分析,胡婷,2.0,32.0
2483,ENGL410712,英语语法,"陈向京,张蕾",2.0,32.0
2484,LITE304621,中级汉语听说2,冯潇,4.0,64.0
2485,MECH511906,塑性力学,郁汶山,2.0,32.0
2486,MILI100554,国防教育,"问鸿滨,闫忠林,张赟",2.0,32.0
2487,CLIM404248,外科学Ⅰ,"杨文彬,李宗芳,曹罡,刘阳,马建仓,白洁,张蓬勃,丁晓英,王宁,种铁,刘棣,陆宏伟,高亚,李杰,姜建涛,黄省利,唐骁爽,李刚,薛玉泉,李钊伦,陈琦,张廷,刘士源,张丹杰,张晋,郭振宇,张栋,许刚",6.0,120.0
2488,MAGT476608,现代物流与供应链管理,王能民,2.0,32.0
2489,MLMD199314,习近平新时代中国特色社会主义思想概论,冯峥,3.0,48.0
2490,LAWS501824,信息安全法学,王玥,2.0,32.0
2491,MATH411707,微分几何,张正策,3.0,48.0
2492,COMP250105,离散数学A,"曹相湧,彭祯",4.0,64.0
2493,CLIM401848,医学影像学,"金晨望,强永乾,杨健,刘婷,张明,丁宁宁,张静平,牛刚,王蓉,王斐,王亚蓉,李晨霞,孙亲利,荐志洁,梁挺",3.0,72.0
2494,HIST300140,医学史,"宋彬,王明旭",1.5,24.0
2495,PHLS503510,科学技术史,王振嵩,2.0,32.0
2496,ENPO341903,现代电力生产技术,"刘继平,赵全斌,邱斌斌,韩小渠,王桂芳,赵永亮,徐彤彤",3.0,56.0
2497,POLI102714,形策2025春（专题五：台湾问题与两岸关系）李家胜,李家胜,0.0,2.0
2498,JAPN110812,二外/日语-2,"曹红荃,任宏昊",4.0,64.0
2499,ENPO200203,热工基础Ⅰ,"王晓坡,吴一宁",2.5,44.0
2500,MACH390901,工程制图,杨晓喆,2.0,32.0
2501,CLIM404248,外科学Ⅰ,"邢俊平,王铮,郑少华,郑瑾,林婷,夏鹏,冒平,王吉昌,李新举,张广健,仵正,郑鑫,耿智敏,李萌,李徐奇,王瑞,聂会勇,郑见宝,李勇新",6.0,120.0
2502,ENPO200303,大学计算机 -工程算法编程,"李娜,王登辉",3.0,56.0
2503,BIOL310713,细胞生物学,柳絮云,3.0,48.0
2504,MLMD100214,中国近现代史纲要,靳小勇,2.0,32.0
2505,MATL400602,材料性能,"王悦存,方华靖,吴戈",3.0,48.0
2506,INSM400132,MEMS技术及应用,"王海容,卢德江",2.0,40.0
2507,CHEM342009,有机化学实验-1,朱敏,1.0,32.0
2508,BIOL321613,分子生物学实验H,"亓树艳,孙书洪",1.0,32.0
2509,MAGT300818,公共管理研究方法,柳江华,2.0,32.0
2510,ECND513019,博弈论,王锋,2.0,32.0
2511,ELEC428404,电储能系统与并网技术（未来）,李宇飞,2.0,32.0
2512,MATH442607,矩阵分析,徐康丽,3.0,48.0
2513,COMP201827,大数据分析与可视化,夏秦,2.0,36.0
2514,COMP400127,无线传感器网络,"范建存,毕海霞",2.0,32.0
2515,MLMD191014,形势与政策,李家胜,2.0,32.0
2516,CHEM250809,物理化学Ⅲ,魏巍,5.5,112.0
2517,MLMD199314,习近平新时代中国特色社会主义思想概论,孙宝玉,3.0,48.0
2518,MECH402906,实验力学-1,"江鹏,裴翠祥,贾坤",2.0,32.0
2519,MACH391501,机械设计基础Ⅱ,"陈丽,徐亮",3.0,56.0
2520,ELEC523704,电力系统新技术专题New Technology of Power Systems,"王秀丽,杜正春",1.0,16.0
2521,ENGL533012,英语学术写作与展示,吴萍,2.0,32.0
2522,CLIM410048,消化系统与疾病,"王进海,吴晓林,陈新林,姚璐,毛翠平,莫立平,殷燕,孙强,孙学军,王曙逢,史海涛,戴菲,张月浪,冯洁,李路,张谞丰,耿智敏,仵正,马师洋,贾皑,陆宏伟",3.0,56.0
2523,POLI102814,形策2025春（专题十：加快建设社会主义文化强国）冯亮,冯亮,0.0,2.0
2524,MLMD191014,形势与政策,李家胜,2.0,32.0
2525,MLMD191014,形势与政策,李家胜,2.0,32.0
2526,ELEC527304,电气设备现代设计,"耿英三,吴益飞,王宣东,李昊旻",2.0,40.0
2527,ARCH411722,建筑设计基础-2,"王非,杨晗孜,齐应涛",4.0,96.0
2528,MLMD199314,习近平新时代中国特色社会主义思想概论,"金新,王琼",3.0,48.0
2529,INFT431005,无线通信系统虚拟仿真实验,"张国梅,张世娇",0.5,16.0
2530,BASM311540,生理学,"王涛,陈丽,王玉英,丁毅,陈坷,姚婷,宋琳",3.5,56.0
2531,STOM402248,牙体手术学,"董茜茜,刘青,刘文静,傅姗琦,王小勤,方高峰,薛云鹏",2.0,48.0
2532,ELEC423004,电气材料基础,"钟力生,张锦英,吴明",2.0,32.0
2533,MLMD196614,马克思主义基本原理,李超阳,3.0,48.0
2534,MLMD199314,习近平新时代中国特色社会主义思想概论,赵军义,3.0,48.0
2535,AASP300206,空气与气体动力学,张科,4.0,72.0
2536,COMP550305,面向对象程序设计,李保红,2.5,48.0
2537,BASM300348,局部解剖学,"董炜疆,冯改丰,许杰华,杨蓬勃,靳辉,肖新莉,钱亦华,杨维娜,贾宁,张建水",4.0,108.0
2538,PHLS505410,西方哲学前沿,罗久,2.0,32.0
2539,ENGL110812,二外/英语-1,赵葆珉,2.0,32.0
2540,MAGT310708,系统工程I,吴锋,3.0,48.0
2541,PHMA300448,药物分析,"侯晓芳,解笑瑜,景王慧,郝旖",3.0,64.0
2542,POLI103514,形策2025春（专题七：当前我国社会思潮新趋势及其影响）张楠,张楠,0.0,2.0
2543,CHEM250309,医用有机化学实验,吕东梅,1.5,48.0
2544,MLMD196614,马克思主义基本原理,孟书敏,3.0,48.0
2545,ARTS522810,人物塑造,欧阳振宇,4.0,64.0
2546,ENPO341103,流体力学Ⅰ,张荻,3.5,64.0
2547,SCTR400405,计算机科研习课,单丹枫,4.0,128.0
2548,POLI102714,形策2025春（专题五：台湾问题与两岸关系）李家胜,李家胜,0.0,2.0
2549,STOM405948,口腔组织病理学I,"李淑薇,齐红,辛颖,张佳",1.5,40.0
2550,ENGL203412,阅读与思辨,孙燕,2.0,32.0
2551,ELEC521604,电机的智能控制,丁文,2.5,48.0
2552,FRAN444312,法语写作-1,BAROT OLIVIER CYRIL,1.0,16.0
2553,MACH405801,智能制造工艺与装备,赵万华,3.0,56.0
2554,FINA430219,连续时间金融,王坤,2.0,32.0
2555,MACH501901,机械动力学,吴成军,2.0,32.0
2556,MACH405901,智能成形技术,"张琦,杨强",3.0,56.0
2557,ECND511119,资本论选读,赵方,2.0,32.0
2558,PHMA402048,药剂学,"邢建峰,李维凤,王珂,张继业,董凯",4.5,100.0
2559,AUTO543305,电子线路设计设计训练专题实验2,刘美兰,0.75,24.0
2560,ENPO341003,自动控制原理Ⅰ,"邱斌斌,王桂芳",2.5,52.0
2561,POLI102214,形策2025春（专题九：加快建设教育强国）张丹,张丹,0.0,2.0
2562,POLI102214,形策2025春（专题九：加快建设教育强国）张丹,张丹,0.0,2.0
2563,MLMD191014,形势与政策,李家胜,2.0,32.0
2564,PHYS260409,大学物理IV,卜涛,4.0,64.0
2565,VENG530501,智能汽车技术,"陈景龙,刘意",2.0,32.0
2566,ENGL900312,英语听说实践-2,KALAYCI HASAN HUSEYIN,1.0,32.0
2567,SOFT511711,自然语言处理技术,姜沛林,2.0,32.0
2568,CHEM250309,医用有机化学实验,王丽娟,1.5,48.0
2569,MLMD191014,形势与政策,李家胜,2.0,32.0
2570,MLMD199314,习近平新时代中国特色社会主义思想概论,辛文,3.0,48.0
2571,CHEM451909,电化学基础,肖春辉,3.0,48.0
2572,BIOL320913,Molecular Biology,"卢晓云,宋茜",3.0,48.0
2573,MATH298307,概率论与数理统计(米理),宋鹏飞,3.0,48.0
2574,COMP201627,Web编程技术,"谢涛,李宏伟",2.0,36.0
2575,ARCH401531,景观规划设计原理,杨晗孜,1.5,24.0
2576,MAGT500518,公共治理,"刘遥,刘晨晖",2.0,32.0
2577,AUTO400505,自动控制原理 I 下,"李东鹤,武成帅",2.0,32.0
2578,CENG421916,过程装备智能制造基础,"邓建强,何阳",2.0,32.0
2579,MATH295507,概率论与数理统计,康艳梅,3.0,48.0
2580,FEES400501,微生物学实验,张璐薇,1.0,32.0
2581,FINA441019,金融学,张昭,3.0,48.0
2582,POLI100214,政治经济学,刘儒,3.0,48.0
2583,POLI102614,形策2025春（专题六：当前我国社会思潮新趋势及其影响）高飞,高飞,0.0,2.0
2584,CHEM210713,生化仪器分析,"武亚艳,赵永席",2.0,32.0
2585,CHEM245009,分析化学,李银环,5.0,96.0
2586,EARS400922,城市遥感技术,许威,1.0,16.0
2587,BASM312640,免疫学,"王军阳,周晓勃,史霖,张保军",2.5,50.0
2588,ARCH541522,园林与景观设计,李慧娟,1.0,24.0
2589,MLMD199314,习近平新时代中国特色社会主义思想概论,郭小铭,3.0,48.0
2590,MATH293207,线性代数,王仁振,4.0,64.0
2591,MLMD191014,形势与政策,李家胜,2.0,32.0
2592,LAWS403424,国际经济法学,林雪贞,3.0,48.0
2593,POLI103214,形策2025春（专题三：当前我国社会思潮新趋势及其影响）伊景冰,伊景冰,0.0,2.0
2594,BASM305248,整合实验-Ⅱ,"周党侠,任淑婷,蒋小英,杨旭东,俞小瑞,孟凯,莫立平,孟列素,史小莲,雷莉,李冬民,王新凤,胡浩,张莉,孙颖,崔刚,赵长安,贺建宇,陈丽,王涛,陈妍珂,侯妮,赵凌宇,郑芳,武一,孙瑞芳,李海韵,徐晶,赵铭,张海峰",3.5,112.0
2595,BIME512813,生物信息学,"张虎勤,吴晓明",2.0,40.0
2596,MECH300906,机械工程基础,周建,2.0,32.0
2597,ENPO413303,透平机械流体动力学,何坤,3.0,48.0
2598,CHEM250309,医用有机化学实验,李宝平,1.5,48.0
2599,MECH311806,材料力学,刘启达,3.5,56.0
2600,PHMA300548,药物流行病学,"吴谦,王丽荣,沈明望,齐欣,张天啸",1.5,24.0
2601,MLMD196614,马克思主义基本原理,卫离东,3.0,48.0
2602,MLMD191014,形势与政策,李家胜,2.0,32.0
2603,JZSJ902948,儿科生产实习,王渊,3.0,120.0
2604,MILI100554,国防教育,"王志朋,刘玉青,徐宇春",2.0,32.0
2605,CHEM251409,无机与分析化学,李银环,3.0,48.0
2606,EVNG401303,污染控制实验,"张瑜,张润霞,张锦萍",2.0,64.0
2607,0RAC501500,妇产科生产实习B,李雪兰,6.0,0.0
2608,CLIM400348,中医学,"赵娇,孙连庆,胡珊,夏欣欣,张哲",2.5,56.0
2609,MLMD100214,中国近现代史纲要,张铁云,2.0,32.0
2610,ENGL532812,国际交流演讲与辩论,楚建伟,2.0,32.0
2611,CHEM300729,分析化学Ⅰ,李银环,2.0,32.0
2612,ELEC527704,高电压试验与测试,"张乔根,刘轩东,赵军平",2.5,48.0
2613,INTE454319,国际商务,陈绍俭,2.0,32.0
2614,ELEC427204,电气工程及其自动化专业导论,"梁得亮,李盛涛,荣命哲,刘进军,杜正春,杨旭,汲胜昌,宋政湘",1.0,16.0
2615,FEES400301,微生物学,"薛晚利,代秉玲",2.0,32.0
2616,MAGT476008,现代产品开发与设计,李刚,2.0,32.0
2617,MILI100554,国防教育,"初阔林,李科,张昊",2.0,32.0
2618,ENGL532912,托福强化,林玉萍,2.0,32.0
2619,GERM540312,基础德语视听说-3,何小超,2.0,32.0
2620,JZSJ400548,临床内外科实习,"何爱丽,种铁,周戬平",9.0,0.0
2621,MATH297907,高等数学V,马军,4.0,64.0
2622,BIOL310513,遗传学实验,朱东丽,1.0,32.0
2623,MATH413107,数值分析,郭士民,3.0,48.0
2624,MLMD199314,习近平新时代中国特色社会主义思想概论,陈建兵,3.0,48.0
2625,ARCH900222,人居环境大数据与多规合一综合设计1,"徐怡珊,程芳欣,甄蒙,孙露",4.0,128.0
2626,MLMD191014,形势与政策,李家胜,2.0,32.0
2627,CLIM409048,临床医学导论,"郭晓燕,殷艳蓉,吴娟娟,赵刚,薛嘉虹,和水祥,张明,姜珏,高蕊,樊林,柏宏亮,张蓬勃,田普训,张晓智,李徐奇,蔡宏伟,陈涛",3.0,56.0
2628,NURS300448,健康评估,"施齐芳,吕爱莉,李宁,王婧",3.0,64.0
2629,MLMD191014,形势与政策,李家胜,2.0,32.0
2630,MATH343407,复变函数,林明华,4.0,64.0
2631,POLI102314,形策2025春（专题十六：当前我国社会思潮新趋势及其影响）陈永华,陈永华,0.0,2.0
2632,ARCH901122,建筑模型制作-3,吴志勇,1.0,32.0
2633,CLIM406348,毕业考试,"裴丹丹,王方,侯琳娜,张雨萌",0.0,0.0
2634,MILI100554,国防教育,"张昊,问鸿滨,初阔林,徐宇春,闫忠林,李科,刘玉青,王志朋",2.0,32.0
2635,PHLS402910,伦理学,王珏,3.0,48.0
2636,NUCL320503,原子物理,赵耀林,2.0,32.0
2637,SOFT420311,编译原理,"吴晓军,徐亦飞",2.5,40.0
2638,BICH300613,生物化学实验,"孔宇,李华",1.0,32.0
2639,SOFT500127,数据库系统设计综合训练,白秀秀,0.5,16.0
2640,PHMA402248,临床药物治疗学各论 Ⅰ,"王海涛,鲍和,季美汐,王娜,李莎,张莉,康力敏,谢姣,李友佳,王岩,马新文,杨乾婷",4.0,80.0
2641,MACH502001,摩擦学,"董光能,秦立果",2.0,40.0
2642,MILI100554,国防教育,"徐宇春,刘玉青,王志朋",2.0,32.0
2643,ENPO200203,热工基础Ⅰ,"杨鹏,任秦龙",2.5,44.0
2644,MECH511806,非线性动力学导论,谢勇,2.0,32.0
2645,CLIM408348,诊断学,"强薇,李静,王晓宁,殷燕,黄欣,杜媛,王顺,卢新兰,罗妙莎,冯云,刘海波,刘亚萍,李少军,刘亚,胡婷华,周博,折剑青,宁菲菲,王晓培,王志刚",7.5,158.0
2646,AUTO400305,运筹学I,徐占伯,3.0,48.0
2647,LITE530710,中国当代文艺思潮,翟杨莉,2.0,32.0
2648,ENPO421103,锅炉原理,"牛艳青,王长安,张润霞",3.0,56.0
2649,CHEM340309,物理化学Ⅱ,苏亚琼,2.0,32.0
2650,COMP250405,大学计算机基础（民族预科）,顾刚,3.0,56.0
2651,PHYS260309,大学物理III,喻有理,4.0,64.0
2652,CENG523416,反应器设计,"王斯民,王家瑞,侯雄坡",1.5,24.0
2653,MACH390901,工程制图,梁庆宣,2.0,32.0
2654,LITE303221,综合医学汉语2,谈芳,4.0,64.0
