,S#,C#,GRADE
12099,02029944,EE-33,75.4
12100,08024911,AT-06,58.9
12101,04035790,CI-10,72.3
12102,09015315,BO-17,81.1
12103,02087815,IF-01,67.0
12104,08033134,CE-19,79.7
12105,05085088,EL-27,64.4
12106,08049761,IF-01,64.8
12107,02086241,ID-22,89.6
12108,03012287,CE-30,
12109,06092000,EP-06,80.4
12110,01077079,BS-52,67.1
12111,01039157,EE-40,83.7
12112,09036831,BO-17,76.7
12113,01041037,BS-23,85.2
12114,05027472,MT-26,82.0
12115,03020494,AT-36,69.0
12116,07021581,PY-01,65.5
12117,09016409,MG-23,62.5
12118,03013598,CN-01,73.7
12119,02091878,ER-22,77.1
12120,02019266,BS-16,89.7
12121,02026771,IF-01,85.7
12122,01070997,LT-01,74.6
12123,09044803,AT-06,84.2
12124,08060753,PY-49,67.7
12125,09041073,MT-01,77.9
12126,09089945,AS-40,96.9
12127,07065916,CE-19,
12128,09019807,PY-25,74.1
12129,08075485,MM-93,74.7
12130,01029071,MG-25,68.3
12131,09074178,EG-27,86.9
12132,09050488,BS-16,
12133,01041353,LW-05,63.6
12134,08088780,EP-03,80.1
12135,08096625,BO-17,70.5
12136,03059404,EL-30,77.6
12137,01045664,ID-04,
12138,02049297,JS-02,65.3
12139,07012474,EP-09,96.1
12140,05025057,JS-09,66.2
12141,09045789,EP-08,60.8
12142,04041154,BS-01,68.7
12143,08023622,PY-49,73.0
12144,01071023,PY-23,78.0
12145,01024959,EM-31,80.3
12146,06021357,CN-01,69.2
12147,08070935,CN-05,83.6
12148,09063417,ER-05,81.6
12149,07069853,EE-40,80.0
12150,02095193,LT-01,61.1
12151,04087024,EE-40,91.7
12152,04031607,PY-38,60.9
12153,01019000,BS-01,100.0
12154,09055285,MT-07,70.2
12155,07046753,CE-30,83.5
12156,06064049,BS-52,82.6
12157,06058464,ER-05,
12158,06066040,SO-55,70.4
12159,02020547,BO-17,59.3
12160,08039904,ER-01,56.4
12161,07072132,ER-05,72.9
12162,06021270,BS-16,93.4
12163,05057135,MT-26,69.1
12164,08051948,EE-82,63.0
12165,05061077,BO-17,78.3
12166,08021388,BM-02,75.2
12167,09032856,EL-27,80.9
12168,05068455,BO-01,56.6
12169,02056645,EN-26,
12170,07035901,BS-01,57.9
12171,09066586,IS-01,
12172,01095661,ML-05,62.3
12173,03015314,EP-09,64.1
12174,04059565,MG-13,
12175,01067285,EP-09,74.9
12176,08088921,IS-14,93.4
12177,06087643,JS-09,73.9
12178,03081873,MG-01,78.0
12179,06086790,AC-24,84.2
12180,07066663,ER-01,63.8
12181,04070241,EN-26,77.7
12182,02099875,EL-27,52.8
12183,03059651,IF-01,79.2
12184,02067409,JP-11,75.4
12185,02078416,MR-02,82.3
12186,08058270,CI-10,78.1
12187,03054575,PY-36,66.5
12188,03079573,EE-29,78.3
12189,07049295,AT-22,75.8
12190,06020483,EL-30,68.1
12191,08096380,EE-61,66.7
12192,08059789,NE-01,76.7
12193,01026524,MM-10,83.9
12194,09089945,EL-30,98.2
12195,05079363,EE-86,71.8
12196,02087213,BO-17,71.3
12197,09091864,BO-17,74.2
12198,02043969,JS-09,54.7
12199,01099962,JS-09,
12200,06034842,AC-03,65.1
12201,05054610,JS-09,91.7
12202,04018070,EP-09,72.9
12203,06061345,AC-20,77.1
12204,04049528,PY-02,
12205,04096802,PY-25,77.2
12206,08093602,SA-06,72.5
12207,05094850,MG-81,70.7
12208,07086052,ID-22,
12209,02095918,CE-03,64.4
12210,03067387,EP-09,66.7
12211,01019000,JS-02,58.8
12212,09095184,BS-31,81.4
12213,05069060,MC-37,86.2
12214,09056217,SA-06,74.9
12215,05034915,IS-14,62.8
12216,04093598,CI-10,43.1
12217,03041523,IF-32,71.3
12218,07055707,MG-13,78.3
12219,05089598,EP-09,83.1
12220,05032593,JP-26,62.3
12221,08020941,JS-02,93.0
12222,04059565,MT-07,76.8
12223,09053917,AT-31,69.6
12224,01032974,EG-65,
12225,04079450,EP-08,71.3
12226,02065521,AT-06,79.6
12227,03026173,FA-54,76.5
12228,08022145,SA-01,49.9
12229,09061064,BO-17,89.5
12230,05043293,AC-24,
12231,06021357,MM-93,75.2
12232,02077552,NC-11,
12233,08048749,EM-31,81.7
12234,09055285,EE-61,70.2
12235,08079717,MC-37,64.7
12236,05085088,AC-03,72.0
12237,09050488,NC-11,78.3
12238,06069665,MC-37,71.3
12239,01011402,BO-01,71.4
12240,02031402,BO-01,68.3
12241,09050488,AC-20,76.1
12242,07086052,AC-20,73.6
12243,02049297,MT-28,74.5
12244,06081986,JP-16,51.9
12245,06035676,EE-82,64.5
12246,04012923,BO-05,88.6
12247,05058022,BO-01,78.6
12248,05090473,MC-09,56.2
12249,08072608,IS-14,85.8
12250,09059763,PY-38,72.2
12251,05045976,BS-52,68.2
12252,01048479,IF-01,81.1
12253,02023976,SO-55,97.9
12254,02030084,SO-01,82.1
12255,07072132,MM-02,81.2
12256,02058463,MM-66,73.4
12257,02040804,PY-49,76.8
12258,03095871,LW-37,78.7
12259,01052992,PY-49,78.5
12260,09010136,MG-01,51.3
12261,07064135,MR-04,86.1
12262,01026132,SO-01,
12263,08095865,EL-02,86.6
12264,03027080,IF-03,60.0
12265,03014967,MG-81,98.6
12266,07033537,CS-13,76.9
12267,07071929,CI-01,
12268,08012361,MM-25,64.7
12269,04090401,AC-20,71.7
12270,02038267,MC-20,74.0
12271,05016498,MM-66,73.9
12272,08024279,CI-10,69.3
12273,01088683,BM-43,60.1
12274,04083011,CN-05,83.3
12275,09079115,EE-40,
12276,09088711,BS-31,71.4
12277,08087260,MG-13,82.4
12278,06086271,JP-16,
12279,09037159,MM-10,70.9
12280,01029071,LW-32,68.6
12281,03061768,AT-21,73.8
12282,07030136,NC-11,74.6
12283,05091350,SA-01,76.8
12284,08047813,SA-06,84.4
12285,07095207,MR-04,81.1
12286,07028667,EG-27,83.4
12287,02027352,JP-11,72.7
12288,01028591,ER-05,73.0
12289,01054955,AT-31,
12290,05085060,BS-23,66.1
12291,01096469,JP-11,49.0
12292,01018628,AC-20,78.0
12293,09011968,BS-16,
12294,06054431,EE-61,73.4
12295,01099962,MT-01,66.4
12296,09064178,MG-13,
12297,07057240,EE-13,79.1
12298,06098713,PY-49,68.5
12299,01071023,BM-43,61.2
12300,05074742,BS-31,67.4
12301,02032606,MG-25,81.1
12302,09067669,AS-40,60.9
12303,09064896,BS-52,72.2
12304,08041539,MR-02,
12305,09066586,LW-26,52.7
12306,06098738,IS-01,90.2
12307,04068686,MT-28,73.7
12308,05076613,EE-61,63.0
12309,03012287,EN-26,73.5
12310,04060585,EN-26,73.0
12311,07046930,AT-06,86.9
12312,06019970,AT-06,80.8
12313,07053547,EE-13,100.0
12314,08056892,AC-03,69.3
12315,09062950,JS-09,72.4
12316,03079573,AC-20,80.6
12317,02056645,BO-05,71.1
12318,01062467,AT-22,93.7
12319,07049295,NC-11,72.8
12320,04059895,LW-05,75.0
12321,03053671,SA-06,100.0
12322,01070270,BS-01,83.2
12323,05093685,EG-65,61.9
12324,07049737,BS-16,69.6
12325,04018490,EL-02,75.6
12326,04035790,LW-32,58.6
12327,07056833,BS-23,67.7
12328,03027321,MG-01,75.2
12329,08029061,IF-01,96.9
12330,08095669,MT-07,74.6
12331,04026873,PY-49,74.4
12332,05064658,AT-36,74.4
12333,08048749,PY-25,
12334,02087288,BS-31,80.3
12335,09048091,JP-20,90.7
12336,09066291,EP-09,66.0
12337,07021649,PY-49,76.3
12338,03067387,LW-37,
12339,08017749,EE-61,56.2
12340,09057515,JP-11,83.4
12341,05086009,MM-02,66.7
12342,02020753,LT-01,79.6
12343,04039231,SA-06,82.7
12344,02014080,EL-02,59.2
12345,03094075,JP-16,89.3
12346,07033528,BS-02,68.2
12347,06088255,EP-09,64.4
12348,07021959,EP-08,72.2
12349,04039951,AT-36,82.0
12350,02029103,JS-28,77.7
12351,09051620,MT-01,50.5
12352,04041078,EL-02,73.0
12353,01041920,PY-02,83.6
12354,01071023,IS-01,74.1
12355,05054610,EL-02,76.2
12356,05079363,BS-37,
12357,08036336,NC-11,77.1
12358,04050586,AS-40,92.5
12359,02011192,BS-01,70.2
12360,01067285,MT-28,
12361,08075498,EP-06,78.1
12362,07026477,JS-02,87.7
12363,04097463,MC-18,66.9
12364,03035342,EE-82,87.1
12365,09026678,ID-22,74.3
12366,02038267,LW-05,64.4
12367,02046191,SO-01,100.0
12368,03034162,LW-32,82.0
12369,02094825,MC-20,80.7
12370,07021959,PY-01,90.8
12371,05026638,LW-05,92.3
12372,02066535,ML-05,70.6
12373,06028939,ID-22,88.0
12374,05032593,MM-66,76.5
12375,07067514,NE-01,71.3
12376,05064658,MT-26,67.8
12377,03047389,BO-17,55.7
12378,04097576,PY-02,84.3
12379,08081931,EG-03,60.6
12380,08044494,MM-10,
12381,05058022,CE-30,80.4
12382,06039165,JS-09,77.4
12383,02045481,CE-19,94.3
12384,02038271,PY-25,75.2
12385,05045131,MC-20,76.0
12386,09056217,EL-04,74.9
12387,04075338,CI-01,73.2
12388,08086296,EP-03,75.4
12389,08061960,ID-04,77.3
12390,06086271,EG-06,80.5
12391,02043096,EG-03,81.5
12392,08022145,CN-01,78.0
12393,08072608,MT-26,58.4
12394,04039231,CS-13,61.0
12395,08039991,AT-21,68.9
12396,03047389,MC-18,88.1
12397,08096625,AC-03,70.5
12398,09061064,AT-06,74.2
12399,09054708,PY-23,77.6
12400,08083740,LT-01,72.4
12401,02070650,JP-16,75.4
12402,01099962,MC-18,67.5
12403,06039165,MM-93,76.6
12404,08069512,JP-20,71.8
12405,04098519,CN-05,85.6
12406,04035790,AC-24,60.1
12407,08039904,PY-04,82.8
12408,01070997,ML-05,68.2
12409,04053616,EP-09,63.5
12410,01070441,CE-19,82.9
12411,02027352,EE-13,
12412,09052629,MG-25,52.1
12413,01048560,EG-65,88.9
12414,04031607,EE-33,84.9
12415,06044963,BS-01,66.7
12416,03041523,EL-30,68.3
12417,02038305,SO-55,69.8
12418,04047306,CI-10,
12419,07086487,MG-01,70.6
12420,06057480,PY-05,
12421,09068313,AC-03,61.4
12422,08021001,JP-26,85.8
12423,09054708,PY-02,80.6
12424,07082863,FA-54,
12425,05097628,LT-01,84.2
12426,07060009,MG-81,97.6
12427,08048596,EL-30,95.5
12428,03068513,EP-06,79.6
12429,01016866,SO-01,
12430,02087922,EN-26,78.0
12431,05054668,MR-02,82.1
12432,08048596,PY-04,79.8
12433,02080549,PY-25,74.4
12434,03016898,ID-04,65.1
12435,02019902,EN-26,78.5
12436,07035904,ER-05,85.3
12437,07030136,IF-03,65.0
12438,01078813,ID-04,85.0
12439,07067514,ER-22,
12440,06086790,EL-30,55.2
12441,06034842,AT-22,68.4
12442,09026678,LW-05,
12443,01028781,CE-03,95.9
12444,04071030,MC-18,81.3
12445,01015891,PY-02,76.2
12446,03012870,MT-01,66.0
12447,05014005,EP-08,57.8
12448,03064155,EE-29,65.6
12449,07035904,MM-02,68.1
12450,01059997,BS-37,63.5
12451,02010978,EE-86,
12452,02034670,MG-23,62.8
12453,05060547,MM-10,60.9
12454,04050586,AC-20,79.0
12455,06081134,MM-10,88.8
12456,05093315,MG-23,74.4
12457,09087252,MM-66,74.6
12458,04081299,BS-52,77.8
12459,02028259,JP-11,70.3
12460,09039273,AT-06,
12461,08066942,EG-03,72.3
12462,08096350,MM-10,71.2
12463,08038641,FA-54,68.3
12464,06032799,BM-43,90.1
12465,06025929,CE-03,57.1
12466,06030334,JS-02,65.8
12467,02092526,EE-82,78.9
12468,09098143,MR-04,65.1
12469,06069644,EE-29,85.4
12470,01035125,EM-31,76.9
12471,02021169,MG-81,78.2
12472,03061607,PY-25,69.4
12473,02034670,ER-01,81.0
12474,02067825,MT-21,73.2
12475,07068305,EL-04,82.6
12476,05048692,EE-61,
12477,09098316,MC-37,
12478,07068305,PY-23,
12479,02092526,EL-02,
12480,04073388,CE-19,61.5
12481,05016498,CS-13,
12482,07012474,JS-09,64.4
12483,01028781,EP-06,
12484,05025933,IS-14,67.6
12485,07034554,MR-04,64.6
12486,04094259,EP-08,82.3
12487,06030334,CN-05,55.8
12488,02095918,MT-28,
12489,09016409,EL-30,
12490,06057480,BS-16,57.1
12491,03079066,IS-14,87.9
12492,08012648,IS-14,67.4
12493,03076509,BM-43,98.6
12494,01099990,RS-02,70.6
12495,06011098,JS-09,72.9
12496,09068313,EL-30,79.6
12497,09089945,MR-02,80.8
12498,03096637,ER-01,72.7
12499,09018279,LT-01,
12500,05083282,JS-09,86.9
12501,05014005,CN-01,91.8
12502,06058464,JS-09,67.1
12503,08096380,PY-04,
12504,08063533,FA-54,72.9
12505,04039143,NE-01,84.3
12506,01031983,PY-05,91.2
12507,09061136,PY-25,78.4
12508,09041073,EL-02,74.7
12509,05077130,JS-09,61.7
12510,01071019,MT-07,66.8
12511,01094109,MG-13,64.1
12512,06048716,MG-01,
12513,07049737,PY-01,81.0
12514,09038312,MG-25,85.7
12515,05045976,PY-36,64.8
12516,03053671,JP-11,80.1
12517,01070270,PY-01,60.4
12518,04093598,NC-11,82.2
12519,02020175,EE-61,70.2
12520,08014864,MM-93,62.1
12521,09051974,MT-21,86.8
12522,03022192,AC-03,86.9
12523,01071023,JP-16,72.9
12524,06074726,AT-22,82.6
12525,04052293,BM-02,66.2
12526,01042130,IF-01,67.2
12527,08060753,MG-81,
12528,06066376,MC-09,
12529,06098713,AC-20,82.0
12530,01018628,PY-25,82.1
12531,07069847,AT-21,49.0
12532,08083690,IS-01,90.3
12533,06083736,LW-37,69.7
12534,09094366,EG-03,83.8
12535,08099286,EE-40,82.0
12536,07067514,EL-04,
12537,09078533,IF-03,
12538,08070935,MM-10,58.9
12539,01039157,MM-25,80.8
12540,04097576,BS-52,68.5
12541,02071233,JS-09,70.0
12542,08088921,BS-01,79.1
12543,09027264,FA-54,70.0
12544,04061598,JP-20,76.1
12545,06083026,MC-20,78.0
12546,01096469,AC-24,82.9
12547,08074384,PY-23,69.1
12548,02089905,ID-04,83.9
12549,03079573,MM-66,95.9
12550,07079141,AT-06,79.4
12551,02014048,EP-08,76.2
12552,08044494,MG-01,73.3
12553,08066942,FA-54,98.8
12554,02011192,SA-06,61.8
12555,02094575,PY-01,71.4
12556,03074454,SO-55,89.7
12557,05016666,IF-32,76.2
12558,09075190,CE-19,68.4
12559,05034915,PY-05,70.6
12560,09074178,MC-18,75.5
12561,04056678,LW-37,78.9
12562,04018070,EG-03,84.5
12563,03056662,EG-27,77.8
12564,03041683,ML-05,78.7
12565,07069853,LW-26,71.2
12566,06058464,JP-26,84.0
12567,05023618,IS-01,66.2
12568,02014568,PY-05,90.0
12569,01019000,JS-09,90.2
12570,07021581,EE-40,80.0
12571,06041563,MT-26,80.9
12572,09031386,PY-36,69.0
12573,06044567,LW-37,73.0
12574,08024586,EL-04,
12575,08094030,AC-20,74.3
12576,09051974,CN-01,69.2
12577,04090747,PY-23,79.0
12578,06054431,FA-54,67.2
12579,03059097,MC-20,66.6
12580,01011626,EP-09,94.6
12581,02086995,SO-55,85.0
12582,07082863,EL-30,70.6
12583,09010136,BS-16,75.5
12584,01025290,MG-81,73.0
12585,09064551,EL-30,74.9
12586,06081986,FA-54,
12587,05031386,BS-37,79.7
12588,01033611,EP-06,
12589,01011402,JP-26,71.6
12590,06013441,EG-06,64.4
12591,02032606,MM-66,
12592,09070915,EP-08,67.7
12593,07033528,BM-43,72.3
12594,02019902,AC-24,73.2
12595,04034407,EG-06,69.8
12596,02094575,SA-01,53.2
12597,06063061,NE-01,
12598,08099286,IF-01,89.9
12599,04018070,MC-37,70.2
12600,01077992,PY-36,68.2
12601,04075512,PY-01,72.2
12602,08025229,MM-93,79.1
12603,08024911,NE-01,90.0
12604,03020494,PY-36,81.4
12605,04027154,AT-06,76.8
12606,07015650,EE-82,72.8
12607,07048403,IF-32,75.1
12608,06040361,EL-27,
12609,04026621,BO-01,78.6
12610,02066535,PY-23,78.5
12611,09051974,BS-01,76.5
12612,06075822,MG-81,
12613,06020005,IT-44,50.7
12614,02095193,MR-04,77.2
12615,09062950,EE-82,73.6
12616,07037289,IF-03,86.3
12617,07079141,EG-06,66.0
12618,08039991,JS-09,62.6
12619,08064018,MT-01,79.5
12620,09029781,PY-49,84.1
12621,09015315,EG-65,75.3
12622,05011079,JS-02,69.9
12623,05091350,BM-43,90.7
12624,05085060,EL-04,85.4
12625,07083618,BO-01,52.6
12626,02089276,CE-19,67.9
12627,07012298,JP-20,75.2
12628,09047945,EG-65,
12629,04083011,AT-06,81.9
12630,03012287,CI-01,77.5
12631,05090477,RS-02,63.4
12632,01053119,BS-23,71.0
12633,06042202,MG-13,65.7
12634,07052981,MC-09,67.2
12635,08095865,NE-01,78.3
12636,01078443,PY-05,72.7
12637,01015893,LW-05,76.7
12638,06011664,CN-05,84.9
12639,01043271,JP-11,77.5
12640,04041078,IF-01,73.5
12641,01070441,IS-14,59.8
12642,08020941,MM-25,
12643,07082361,IF-01,75.6
12644,01068571,EP-03,76.1
12645,01031476,MT-26,85.4
12646,06077371,NC-11,
12647,05094850,JS-02,75.5
12648,04070766,JP-11,68.0
12649,06066376,JS-09,64.3
12650,05075269,IS-01,78.5
12651,01052992,CI-10,87.3
12652,06020005,EE-29,89.5
12653,04083011,ER-01,75.4
12654,07086052,AT-06,67.9
12655,01012603,MT-26,69.2
12656,03083091,CE-19,
12657,04097463,EN-26,50.7
12658,05075857,MM-93,55.2
12659,03049311,JS-02,
12660,01031613,JS-02,70.5
12661,03053671,EE-86,80.9
12662,09068313,BS-31,73.6
12663,01045664,JS-02,73.3
12664,07073164,CN-05,76.6
12665,03022192,CI-01,68.5
12666,08089024,ER-01,79.6
12667,06069280,CE-19,63.9
12668,07095415,EE-86,67.8
12669,01043271,MT-01,66.1
12670,03029047,BS-16,
12671,08028918,MT-21,83.7
12672,06035339,EE-61,82.0
12673,07068119,MT-21,75.5
12674,01070441,JP-16,79.0
12675,09079115,BS-16,65.6
12676,05026638,CI-01,80.8
12677,09083156,ER-01,74.8
12678,06095862,AT-22,80.3
12679,08094482,BS-52,96.8
12680,08091839,PY-05,80.9
12681,06044300,MT-28,67.3
12682,08072608,MM-10,
12683,02020753,ER-22,
12684,07039838,JP-16,73.1
12685,07014580,JP-11,
12686,08067720,JP-11,71.1
12687,01041353,EP-09,66.8
12688,01012930,LT-01,
12689,07095415,IF-03,
12690,02045481,EP-09,
12691,09051974,EE-40,
12692,06075822,EE-33,63.8
12693,02039045,PY-23,77.9
12694,05094278,CS-13,59.4
12695,04023537,MG-81,95.2
12696,01079386,MT-21,87.5
12697,02026771,MG-25,67.4
12698,06089284,ML-05,72.2
12699,03087084,LW-26,90.6
12700,01029167,CI-10,67.9
12701,05091350,SO-01,72.8
12702,06011664,EL-30,67.9
12703,02014080,BS-37,73.9
12704,03031839,NE-01,61.9
12705,06024560,ID-04,53.0
12706,05041516,MC-09,62.3
12707,09079115,ID-22,60.2
12708,05077130,EM-31,70.0
12709,03071974,EL-02,70.1
12710,06025682,BS-31,68.1
12711,07081966,JS-02,67.4
12712,06063061,MT-26,76.9
12713,04079885,MC-20,69.1
12714,03093048,BO-01,76.5
12715,08087402,PY-25,88.0
12716,06069644,SO-01,78.2
12717,04026873,MT-21,86.6
12718,07082361,RS-02,71.6
12719,07055707,JP-20,72.1
12720,02098531,EE-29,70.8
12721,09089900,IT-44,80.2
12722,05086858,MG-13,85.0
12723,05035262,SO-01,
12724,06050027,CS-11,70.7
12725,03016320,NC-11,86.8
12726,02087213,EM-31,86.0
12727,06061345,MM-02,77.5
12728,06081134,JP-26,79.6
12729,06057480,ID-22,82.7
12730,01011219,CI-01,66.5
12731,05035262,EG-65,84.8
12732,09012007,JS-09,82.1
12733,09041964,MM-02,60.0
12734,05020572,MG-13,79.5
12735,08058504,EG-06,63.1
12736,05078938,IS-01,62.2
12737,06031626,IS-14,73.5
12738,08019001,EP-06,80.9
12739,04041456,EE-82,73.6
12740,08093602,MT-28,51.9
12741,01048724,EE-61,69.6
12742,08044494,AC-20,
12743,09011968,FA-54,73.9
12744,09048091,BS-37,68.9
12745,07082361,EN-26,70.5
12746,05089598,FR-05,89.1
12747,06013048,MT-01,80.5
12748,04029820,MT-01,65.6
12749,09070260,BO-17,53.8
12750,02046348,MR-02,79.2
12751,05043784,LW-05,83.3
12752,08071625,BS-02,46.8
12753,02046348,EL-27,91.1
12754,05075857,MC-20,75.6
12755,01075029,BO-01,85.8
12756,08021001,PY-36,56.3
12757,06063952,AC-24,55.1
12758,07039838,AT-22,72.7
12759,08025469,CI-01,98.8
12760,08069683,ML-05,68.4
12761,01030135,IT-44,86.5
12762,08083740,RS-02,
12763,09072324,ER-05,71.8
12764,02038267,EP-08,72.4
12765,07086052,CN-05,73.6
12766,04059850,EE-33,75.3
12767,03054575,CE-03,90.1
12768,03096284,CS-13,77.8
12769,02067073,ER-22,62.2
12770,05026638,LW-26,60.3
12771,05058022,PY-04,89.2
12772,05077134,MM-10,77.9
12773,06083038,IF-03,80.5
12774,03096637,CE-30,61.1
12775,04059980,EP-09,73.3
12776,08072608,CS-11,69.1
12777,02039236,EL-30,65.3
12778,09098143,BS-16,73.6
12779,02098531,AT-06,82.9
12780,08094482,LT-01,57.9
12781,05017131,MC-18,69.5
12782,09070066,SA-06,67.9
12783,02014048,MM-93,71.6
12784,04042724,BS-02,90.5
12785,04035790,EL-04,80.6
12786,04026873,EG-27,73.7
12787,09038871,MT-21,66.9
12788,07063955,IF-01,87.2
12789,05043784,NE-01,63.5
12790,05052073,LW-26,100.0
12791,02039829,IS-01,84.7
12792,06098713,IS-01,74.6
12793,08033279,JP-16,77.6
12794,02056761,PY-49,77.5
12795,01078246,PY-05,76.0
12796,04056356,PY-38,84.2
12797,03031972,MM-10,77.5
12798,05031386,RS-02,71.3
12799,05098124,IS-01,74.0
12800,08037976,AS-40,61.8
12801,03049311,BS-01,71.7
12802,07076705,EN-26,80.3
12803,05014005,MG-25,66.7
12804,03045296,MT-21,66.6
12805,05045131,EE-33,70.0
12806,08023766,ID-22,72.1
12807,06066376,EL-30,64.3
12808,09025223,EP-08,84.7
12809,05048692,AT-06,74.1
12810,02086241,MT-01,84.9
12811,09050530,AT-31,75.3
12812,06070748,MC-37,59.2
12813,04033649,SO-55,79.6
12814,04064258,EL-30,74.5
12815,08058316,EN-26,83.3
12816,03052930,MM-10,87.3
12817,04018490,MM-02,64.3
12818,01032709,JP-26,83.1
12819,09011968,MT-01,
12820,05047495,NE-01,77.2
12821,09061064,JS-28,
12822,03060139,AC-20,100.0
12823,05025057,LW-26,72.1
12824,09056888,EP-03,73.8
12825,02065521,EP-09,
12826,09012007,MC-09,72.9
12827,06035676,JS-09,63.4
12828,08064018,CN-01,69.3
12829,05031386,PY-01,88.3
12830,02039248,SO-01,85.5
12831,05069060,PY-02,78.8
12832,05033900,NE-01,60.5
12833,09099105,AT-31,75.7
12834,07048501,MT-21,73.0
12835,01012930,CI-10,82.3
12836,08096380,ER-01,78.1
12837,05013884,MR-04,
12838,03065064,JS-28,95.1
12839,03083091,ID-04,
12840,05043784,JP-11,89.1
12841,04087024,ML-05,69.1
12842,04083377,EE-40,84.1
12843,07047847,IF-03,69.7
12844,09099086,PY-23,78.6
12845,02058381,BS-23,57.5
12846,06018282,CN-05,75.9
12847,07046753,EE-40,72.5
12848,08096331,IF-03,68.0
12849,08094482,PY-38,63.7
12850,07035242,BO-17,59.5
12851,01018628,PY-36,67.4
12852,07028667,CS-11,63.5
12853,08071625,MM-10,61.0
12854,01044180,EP-09,80.2
12855,06077104,EE-82,66.5
12856,09094366,AT-36,70.4
12857,02063649,AC-03,76.6
12858,08096866,NC-11,77.1
12859,08081777,CE-19,77.1
12860,03059644,ER-01,96.8
12861,04060585,MG-81,81.0
12862,06024137,CS-11,61.0
12863,05033900,JP-26,67.4
12864,08069512,BS-02,69.6
12865,03080165,MG-25,67.7
12866,08037022,IT-44,72.9
12867,02067825,BS-37,84.5
12868,08049761,AS-40,86.7
12869,08045054,EG-65,97.3
12870,07057815,MT-21,67.7
12871,01044017,EP-06,94.1
12872,08024279,BS-16,70.9
12873,09027264,EP-06,
12874,02037026,MM-93,66.7
12875,07091634,IS-01,58.7
12876,09032856,BS-16,69.7
12877,05041516,BO-01,80.4
12878,07034554,MM-66,69.4
12879,08096350,EE-40,87.3
12880,09022690,EP-09,87.8
12881,04057002,EP-03,
12882,06066376,BO-01,90.1
12883,06076543,EL-04,73.1
12884,03052930,SA-06,84.9
12885,06044300,CE-19,58.7
12886,06083239,SO-01,
12887,01088683,PY-02,77.6
12888,06057480,EE-86,72.5
12889,03029047,ER-01,81.9
12890,09030823,CS-11,63.5
12891,09089945,BS-16,74.9
12892,07067514,EE-86,76.7
12893,03015314,EP-08,56.9
12894,01029974,EP-03,58.9
12895,08094030,MT-01,80.8
12896,01059997,JP-20,86.1
12897,01075029,EE-82,65.9
12898,01045664,PY-49,
12899,04077810,JP-26,76.3
